audio_path,text,split
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0022_noisy_med.wav,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0022_noisy_high.wav,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0022_accented.wav,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0022_medical.wav,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0023_clean.wav,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0023_noisy_med.wav,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0023_noisy_high.wav,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0023_accented.wav,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0023_medical.wav,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0024_noisy_med.wav,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0024_clean.wav,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0024_noisy_high.wav,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0024_accented.wav,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0025_clean.wav,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0025_noisy_med.wav,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0024_medical.wav,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0025_noisy_high.wav,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0025_accented.wav,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0025_medical.wav,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0026_clean.wav,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0026_noisy_med.wav,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0026_noisy_high.wav,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0026_medical.wav,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0026_accented.wav,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0027_clean.wav,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0027_noisy_med.wav,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0027_accented.wav,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0027_noisy_high.wav,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0027_medical.wav,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0028_clean.wav,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0028_noisy_med.wav,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0028_noisy_high.wav,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0028_accented.wav,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0028_medical.wav,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0029_clean.wav,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0029_noisy_med.wav,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0029_noisy_high.wav,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0029_accented.wav,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0030_clean.wav,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0029_medical.wav,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0030_noisy_high.wav,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0030_noisy_med.wav,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0030_accented.wav,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0031_clean.wav,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0030_medical.wav,"I took prednisone yesterday and now my blood sugar is higher than usual, maybe around 210 instead of 140.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0031_noisy_med.wav,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0031_noisy_high.wav,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0031_accented.wav,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0031_medical.wav,"I’m calling because my parent may have taken 2 tablets of glipizide instead of 1 tablet this morning, and we need next-step guidance.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0032_clean.wav,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0032_noisy_med.wav,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0032_noisy_high.wav,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0032_accented.wav,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0032_medical.wav,"I was told to taper off dexamethasone, but I’m confused whether the schedule is 4 days or 14 days at the lower dose.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0033_clean.wav,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0033_noisy_med.wav,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0033_noisy_high.wav,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0033_accented.wav,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0033_medical.wav,"I felt chest tightness after taking a new medication, maybe propranolol or maybe pregabalin, and I’m worried I chose the wrong bottle.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0034_clean.wav,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0034_noisy_med.wav,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0034_noisy_high.wav,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0034_accented.wav,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0034_medical.wav,"My post-op instructions say oxycodone 5 mg every 8 hours, but I wrote down 18 hours by mistake and I want to verify the interval.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0035_noisy_med.wav,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0035_clean.wav,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0035_noisy_high.wav,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0035_accented.wav,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0035_medical.wav,I may be allergic to cephalexin because I developed lip swelling about 30 minutes after the second dose.,test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0036_clean.wav,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0036_noisy_med.wav,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0036_noisy_high.wav,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0036_accented.wav,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0036_medical.wav,"I’ve had persistent dizziness for two days after increasing amlodipine from 5 mg to 10 mg, and I need to confirm if I should return to the prior dose.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0037_clean.wav,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0037_noisy_med.wav,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0037_accented.wav,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0037_noisy_high.wav,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0037_medical.wav,"I am comparing two similar names on my list, clonazepam and clindamycin, and I want to confirm which one is for anxiety versus infection.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0038_clean.wav,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0038_noisy_med.wav,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0038_noisy_high.wav,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0038_medical.wav,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0038_accented.wav,"My child took acetaminophen at 7 PM and then ibuprofen at 8 PM, and I’m unsure if that spacing is safe.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0039_clean.wav,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0039_noisy_med.wav,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0039_noisy_high.wav,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0039_accented.wav,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0040_clean.wav,"I have clear instructions to take warfarin 4 mg nightly and check INR every Monday, and today’s INR was 2.3.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0039_medical.wav,I need to verify whether my cardiology note says apixaban 2.5 mg twice daily or 5 mg twice daily before I travel tomorrow.,test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0040_noisy_high.wav,"I have clear instructions to take warfarin 4 mg nightly and check INR every Monday, and today’s INR was 2.3.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0040_noisy_med.wav,"I have clear instructions to take warfarin 4 mg nightly and check INR every Monday, and today’s INR was 2.3.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0040_accented.wav,"I have clear instructions to take warfarin 4 mg nightly and check INR every Monday, and today’s INR was 2.3.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0040_medical.wav,"I have clear instructions to take warfarin 4 mg nightly and check INR every Monday, and today’s INR was 2.3.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0041_clean.wav,I need to confirm whether my inhaler is albuterol or Advair because the pharmacy bag has both names on it and I’m wheezing tonight.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0041_noisy_med.wav,I need to confirm whether my inhaler is albuterol or Advair because the pharmacy bag has both names on it and I’m wheezing tonight.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0041_noisy_high.wav,I need to confirm whether my inhaler is albuterol or Advair because the pharmacy bag has both names on it and I’m wheezing tonight.,val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0041_accented.wav,I need to confirm whether my inhaler is albuterol or Advair because the pharmacy bag has both names on it and I’m wheezing tonight.,train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0042_clean.wav,"I accidentally took two doses of apixaban 5 mg today, one at breakfast and one an hour later, and I want to know what to watch for.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0041_medical.wav,I need to confirm whether my inhaler is albuterol or Advair because the pharmacy bag has both names on it and I’m wheezing tonight.,test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0042_noisy_med.wav,"I accidentally took two doses of apixaban 5 mg today, one at breakfast and one an hour later, and I want to know what to watch for.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0042_noisy_high.wav,"I accidentally took two doses of apixaban 5 mg today, one at breakfast and one an hour later, and I want to know what to watch for.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0042_accented.wav,"I accidentally took two doses of apixaban 5 mg today, one at breakfast and one an hour later, and I want to know what to watch for.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0042_medical.wav,"I accidentally took two doses of apixaban 5 mg today, one at breakfast and one an hour later, and I want to know what to watch for.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0043_clean.wav,"My bottle says gabapentin 300 mg at bedtime, but I may have read it as 800 mg when I filled the pillbox.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0043_noisy_med.wav,"My bottle says gabapentin 300 mg at bedtime, but I may have read it as 800 mg when I filled the pillbox.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0043_noisy_high.wav,"My bottle says gabapentin 300 mg at bedtime, but I may have read it as 800 mg when I filled the pillbox.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0043_accented.wav,"My bottle says gabapentin 300 mg at bedtime, but I may have read it as 800 mg when I filled the pillbox.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0043_medical.wav,"My bottle says gabapentin 300 mg at bedtime, but I may have read it as 800 mg when I filled the pillbox.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0044_clean.wav,"Since starting furosemide 20 mg this week, I’ve been getting leg cramps and going to the bathroom all night, and I’m not sure if that’s expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0044_noisy_med.wav,"Since starting furosemide 20 mg this week, I’ve been getting leg cramps and going to the bathroom all night, and I’m not sure if that’s expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0044_noisy_high.wav,"Since starting furosemide 20 mg this week, I’ve been getting leg cramps and going to the bathroom all night, and I’m not sure if that’s expected.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0044_accented.wav,"Since starting furosemide 20 mg this week, I’ve been getting leg cramps and going to the bathroom all night, and I’m not sure if that’s expected.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0044_medical.wav,"Since starting furosemide 20 mg this week, I’ve been getting leg cramps and going to the bathroom all night, and I’m not sure if that’s expected.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0045_clean.wav,"I was supposed to switch from sertraline 50 mg to escitalopram 10 mg, but I’m worried I may have taken both this morning.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0045_noisy_med.wav,"I was supposed to switch from sertraline 50 mg to escitalopram 10 mg, but I’m worried I may have taken both this morning.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0045_noisy_high.wav,"I was supposed to switch from sertraline 50 mg to escitalopram 10 mg, but I’m worried I may have taken both this morning.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0045_accented.wav,"I was supposed to switch from sertraline 50 mg to escitalopram 10 mg, but I’m worried I may have taken both this morning.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0045_medical.wav,"I was supposed to switch from sertraline 50 mg to escitalopram 10 mg, but I’m worried I may have taken both this morning.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0046_clean.wav,"The discharge sheet lists cefoxitin, cefotetan, or maybe cefdinir, and I need to know which antibiotic I actually received.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0046_noisy_med.wav,"The discharge sheet lists cefoxitin, cefotetan, or maybe cefdinir, and I need to know which antibiotic I actually received.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0046_noisy_high.wav,"The discharge sheet lists cefoxitin, cefotetan, or maybe cefdinir, and I need to know which antibiotic I actually received.",val
