accent,accent_profile,audio_clean_path,audio_telephony_path,base_script_id,category,clean_encoding,clean_sample_rate,clip_id,contains_ambiguity,contains_medical_terms,contains_numeric_confusion,difficulty,duration_sec,has_interruptions,input_hash,manifest_version,medical_domain,medical_subtype,noise_components,noise_level,noise_profile,noise_render,numeric_confusion_type,scenario,scenario_group,script_family_id,speech_style,split,telephony_encoding,telephony_sample_rate,text,voice_id,voice_type
us,,clean/clip_0010_clean.wav,telephony/clip_0010_clean.wav,script_0010,medication_followup,pcm_s16le,16000,clip_0010_clean,True,False,True,easy,9.891687,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,dose_confusion,clean_speech,baseline,family_0010,calm,train,pcm_s16le,8000,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",pNInz6obpgDQGcFmaJgB,neutral
us,,clean_rich_noisy/clip_0010_noisy_med.wav,telephony_rich_noisy/clip_0010_noisy_med.wav,script_0010,triage_call,pcm_s16le,16000,clip_0010_noisy_med,True,False,True,medium,10.541875,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,dose_confusion,noisy_environment,noisy,family_0010,conversational,train,pcm_s16le,8000,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",CwhRBWXzGAHq8TQ4Fs17,telephony
us,,clean_rich_noisy/clip_0010_noisy_high.wav,telephony_rich_noisy/clip_0010_noisy_high.wav,script_0010,urgent_symptom,pcm_s16le,16000,clip_0010_noisy_high,True,False,True,hard,9.705938,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,dose_confusion,noisy_environment,noisy,family_0010,stressed,val,pcm_s16le,8000,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",EXAVITQu4vr4xnSDxMaL,telephony
indian_english,south_asian_english,clean/clip_0010_accented.wav,telephony/clip_0010_accented.wav,script_0010,medication_question,pcm_s16le,16000,clip_0010_accented,True,False,True,medium,10.26325,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,dose_confusion,accented_speech,accented,family_0010,careful,train,pcm_s16le,8000,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",FGY2WhTYpPnrIDTdsKH5,accented
us,,clean_rich_noisy/clip_0010_medical.wav,telephony_rich_noisy/clip_0010_medical.wav,script_0010,medical_conversation,pcm_s16le,16000,clip_0010_medical,True,False,True,hard,9.566625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,dose_confusion,medical_conversation,medical,family_0010,clinical,test,pcm_s16le,8000,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",IKne3meq5aSn9XLyUdCD,clinical
us,,clean/clip_0011_clean.wav,telephony/clip_0011_clean.wav,script_0011,medication_followup,pcm_s16le,16000,clip_0011_clean,True,True,False,easy,9.009375,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0011,calm,train,pcm_s16le,8000,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",CwhRBWXzGAHq8TQ4Fs17,neutral
us,,clean_rich_noisy/clip_0011_noisy_med.wav,telephony_rich_noisy/clip_0011_noisy_med.wav,script_0011,triage_call,pcm_s16le,16000,clip_0011_noisy_med,True,True,False,medium,8.9165,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0011,conversational,train,pcm_s16le,8000,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",EXAVITQu4vr4xnSDxMaL,telephony
us,,clean_rich_noisy/clip_0011_noisy_high.wav,telephony_rich_noisy/clip_0011_noisy_high.wav,script_0011,urgent_symptom,pcm_s16le,16000,clip_0011_noisy_high,True,True,False,hard,9.148687,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0011,stressed,val,pcm_s16le,8000,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",FGY2WhTYpPnrIDTdsKH5,telephony
indian_english,south_asian_english,clean/clip_0011_accented.wav,telephony/clip_0011_accented.wav,script_0011,medication_question,pcm_s16le,16000,clip_0011_accented,True,True,False,medium,9.009375,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0011,careful,train,pcm_s16le,8000,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",IKne3meq5aSn9XLyUdCD,accented
us,,clean_rich_noisy/clip_0011_medical.wav,telephony_rich_noisy/clip_0011_medical.wav,script_0011,medical_conversation,pcm_s16le,16000,clip_0011_medical,True,True,False,hard,8.544937,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0011,clinical,test,pcm_s16le,8000,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",JBFqnCBsd6RMkjVDRZzb,clinical
us,,clean/clip_0012_clean.wav,telephony/clip_0012_clean.wav,script_0012,medication_followup,pcm_s16le,16000,clip_0012_clean,True,True,True,easy,10.449,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0012,calm,train,pcm_s16le,8000,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",EXAVITQu4vr4xnSDxMaL,neutral
us,,clean_rich_noisy/clip_0012_noisy_med.wav,telephony_rich_noisy/clip_0012_noisy_med.wav,script_0012,triage_call,pcm_s16le,16000,clip_0012_noisy_med,True,True,True,medium,11.702875,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0012,conversational,train,pcm_s16le,8000,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",FGY2WhTYpPnrIDTdsKH5,telephony
us,,clean_rich_noisy/clip_0012_noisy_high.wav,telephony_rich_noisy/clip_0012_noisy_high.wav,script_0012,urgent_symptom,pcm_s16le,16000,clip_0012_noisy_high,True,True,True,hard,11.61,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0012,stressed,val,pcm_s16le,8000,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",IKne3meq5aSn9XLyUdCD,telephony
indian_english,south_asian_english,clean/clip_0012_accented.wav,telephony/clip_0012_accented.wav,script_0012,medication_question,pcm_s16le,16000,clip_0012_accented,True,True,True,medium,11.935063,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0012,careful,train,pcm_s16le,8000,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",JBFqnCBsd6RMkjVDRZzb,accented
us,,clean_rich_noisy/clip_0012_medical.wav,telephony_rich_noisy/clip_0012_medical.wav,script_0012,medical_conversation,pcm_s16le,16000,clip_0012_medical,True,True,True,hard,14.024875,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0012,clinical,test,pcm_s16le,8000,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",N2lVS1w4EtoT3dr4eOWO,clinical
us,,clean/clip_0013_clean.wav,telephony/clip_0013_clean.wav,script_0013,medication_followup,pcm_s16le,16000,clip_0013_clean,True,True,True,easy,9.334437,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0013,calm,train,pcm_s16le,8000,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",FGY2WhTYpPnrIDTdsKH5,neutral
us,,clean_rich_noisy/clip_0013_noisy_med.wav,telephony_rich_noisy/clip_0013_noisy_med.wav,script_0013,triage_call,pcm_s16le,16000,clip_0013_noisy_med,True,True,True,medium,9.6595,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0013,conversational,train,pcm_s16le,8000,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",IKne3meq5aSn9XLyUdCD,telephony
us,,clean_rich_noisy/clip_0013_noisy_high.wav,telephony_rich_noisy/clip_0013_noisy_high.wav,script_0013,urgent_symptom,pcm_s16le,16000,clip_0013_noisy_high,True,True,True,hard,9.195125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0013,stressed,val,pcm_s16le,8000,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",JBFqnCBsd6RMkjVDRZzb,telephony
indian_english,south_asian_english,clean/clip_0013_accented.wav,telephony/clip_0013_accented.wav,script_0013,medication_question,pcm_s16le,16000,clip_0013_accented,True,True,True,medium,10.031,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0013,careful,train,pcm_s16le,8000,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",N2lVS1w4EtoT3dr4eOWO,accented
us,,clean_rich_noisy/clip_0013_medical.wav,telephony_rich_noisy/clip_0013_medical.wav,script_0013,medical_conversation,pcm_s16le,16000,clip_0013_medical,True,True,True,hard,7.987687,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0013,clinical,test,pcm_s16le,8000,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",SAz9YHcvj6GT2YYXdXww,clinical
us,,clean/clip_0014_clean.wav,telephony/clip_0014_clean.wav,script_0014,medication_followup,pcm_s16le,16000,clip_0014_clean,True,True,False,easy,8.127,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0014,calm,train,pcm_s16le,8000,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",IKne3meq5aSn9XLyUdCD,neutral
us,,clean_rich_noisy/clip_0014_noisy_med.wav,telephony_rich_noisy/clip_0014_noisy_med.wav,script_0014,triage_call,pcm_s16le,16000,clip_0014_noisy_med,True,True,False,medium,7.987687,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0014,conversational,train,pcm_s16le,8000,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",JBFqnCBsd6RMkjVDRZzb,telephony
us,,clean_rich_noisy/clip_0014_noisy_high.wav,telephony_rich_noisy/clip_0014_noisy_high.wav,script_0014,urgent_symptom,pcm_s16le,16000,clip_0014_noisy_high,True,True,False,hard,10.123938,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0014,stressed,val,pcm_s16le,8000,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",N2lVS1w4EtoT3dr4eOWO,telephony
indian_english,south_asian_english,clean/clip_0014_accented.wav,telephony/clip_0014_accented.wav,script_0014,medication_question,pcm_s16le,16000,clip_0014_accented,True,True,False,medium,7.52325,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0014,careful,train,pcm_s16le,8000,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",SAz9YHcvj6GT2YYXdXww,accented
us,,clean_rich_noisy/clip_0014_medical.wav,telephony_rich_noisy/clip_0014_medical.wav,script_0014,medical_conversation,pcm_s16le,16000,clip_0014_medical,True,True,False,hard,8.544937,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0014,clinical,test,pcm_s16le,8000,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",Xb7hH8MSUJpSbSDYk0k2,clinical
us,,clean/clip_0015_clean.wav,telephony/clip_0015_clean.wav,script_0015,medication_followup,pcm_s16le,16000,clip_0015_clean,True,True,True,easy,8.452063,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0015,calm,train,pcm_s16le,8000,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",JBFqnCBsd6RMkjVDRZzb,neutral
us,,clean_rich_noisy/clip_0015_noisy_med.wav,telephony_rich_noisy/clip_0015_noisy_med.wav,script_0015,triage_call,pcm_s16le,16000,clip_0015_noisy_med,True,True,True,medium,10.123938,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0015,conversational,train,pcm_s16le,8000,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",N2lVS1w4EtoT3dr4eOWO,telephony
us,,clean_rich_noisy/clip_0015_noisy_high.wav,telephony_rich_noisy/clip_0015_noisy_high.wav,script_0015,urgent_symptom,pcm_s16le,16000,clip_0015_noisy_high,True,True,True,hard,8.034125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0015,stressed,val,pcm_s16le,8000,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",SAz9YHcvj6GT2YYXdXww,telephony
indian_english,south_asian_english,clean/clip_0015_accented.wav,telephony/clip_0015_accented.wav,script_0015,medication_question,pcm_s16le,16000,clip_0015_accented,True,True,True,medium,9.241563,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0015,careful,train,pcm_s16le,8000,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",Xb7hH8MSUJpSbSDYk0k2,accented
us,,clean_rich_noisy/clip_0015_medical.wav,telephony_rich_noisy/clip_0015_medical.wav,script_0015,medical_conversation,pcm_s16le,16000,clip_0015_medical,True,True,True,hard,10.402563,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0015,clinical,test,pcm_s16le,8000,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",onwK4e9ZLuTAKqWW03F9,clinical
us,,clean/clip_0016_clean.wav,telephony/clip_0016_clean.wav,script_0016,medication_followup,pcm_s16le,16000,clip_0016_clean,True,True,True,easy,11.099125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0016,calm,train,pcm_s16le,8000,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",N2lVS1w4EtoT3dr4eOWO,neutral
us,,clean_rich_noisy/clip_0016_noisy_med.wav,telephony_rich_noisy/clip_0016_noisy_med.wav,script_0016,triage_call,pcm_s16le,16000,clip_0016_noisy_med,True,True,True,medium,9.148687,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0016,conversational,train,pcm_s16le,8000,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",SAz9YHcvj6GT2YYXdXww,telephony
us,,clean_rich_noisy/clip_0016_noisy_high.wav,telephony_rich_noisy/clip_0016_noisy_high.wav,script_0016,urgent_symptom,pcm_s16le,16000,clip_0016_noisy_high,True,True,True,hard,10.541875,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0016,stressed,val,pcm_s16le,8000,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",Xb7hH8MSUJpSbSDYk0k2,telephony
indian_english,south_asian_english,clean/clip_0016_accented.wav,telephony/clip_0016_accented.wav,script_0016,medication_question,pcm_s16le,16000,clip_0016_accented,True,True,True,medium,12.027938,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0016,careful,train,pcm_s16le,8000,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",onwK4e9ZLuTAKqWW03F9,accented
us,,clean_rich_noisy/clip_0016_medical.wav,telephony_rich_noisy/clip_0016_medical.wav,script_0016,medical_conversation,pcm_s16le,16000,clip_0016_medical,True,True,True,hard,9.613062,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0016,clinical,test,pcm_s16le,8000,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",pNInz6obpgDQGcFmaJgB,clinical
us,,clean/clip_0017_clean.wav,telephony/clip_0017_clean.wav,script_0017,medication_followup,pcm_s16le,16000,clip_0017_clean,True,True,True,easy,8.637813,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0017,calm,train,pcm_s16le,8000,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",SAz9YHcvj6GT2YYXdXww,neutral
us,,clean_rich_noisy/clip_0017_noisy_med.wav,telephony_rich_noisy/clip_0017_noisy_med.wav,script_0017,triage_call,pcm_s16le,16000,clip_0017_noisy_med,True,True,True,medium,10.681188,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0017,conversational,train,pcm_s16le,8000,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",Xb7hH8MSUJpSbSDYk0k2,telephony
us,,clean_rich_noisy/clip_0017_noisy_high.wav,telephony_rich_noisy/clip_0017_noisy_high.wav,script_0017,urgent_symptom,pcm_s16le,16000,clip_0017_noisy_high,True,True,True,hard,11.842187,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0017,stressed,val,pcm_s16le,8000,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",onwK4e9ZLuTAKqWW03F9,telephony
indian_english,south_asian_english,clean/clip_0017_accented.wav,telephony/clip_0017_accented.wav,script_0017,medication_question,pcm_s16le,16000,clip_0017_accented,True,True,True,medium,10.774062,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0017,careful,train,pcm_s16le,8000,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",pNInz6obpgDQGcFmaJgB,accented
us,,clean_rich_noisy/clip_0017_medical.wav,telephony_rich_noisy/clip_0017_medical.wav,script_0017,medical_conversation,pcm_s16le,16000,clip_0017_medical,True,True,True,hard,9.84525,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0017,clinical,test,pcm_s16le,8000,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",CwhRBWXzGAHq8TQ4Fs17,clinical
us,,clean/clip_0018_clean.wav,telephony/clip_0018_clean.wav,script_0018,medication_followup,pcm_s16le,16000,clip_0018_clean,True,True,True,easy,10.681188,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,dose_confusion,clean_speech,baseline,family_0018,calm,train,pcm_s16le,8000,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",Xb7hH8MSUJpSbSDYk0k2,neutral
us,,clean_rich_noisy/clip_0018_noisy_med.wav,telephony_rich_noisy/clip_0018_noisy_med.wav,script_0018,triage_call,pcm_s16le,16000,clip_0018_noisy_med,True,True,True,medium,12.120812,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,dose_confusion,noisy_environment,noisy,family_0018,conversational,train,pcm_s16le,8000,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",onwK4e9ZLuTAKqWW03F9,telephony
us,,clean_rich_noisy/clip_0018_noisy_high.wav,telephony_rich_noisy/clip_0018_noisy_high.wav,script_0018,urgent_symptom,pcm_s16le,16000,clip_0018_noisy_high,True,True,True,hard,10.495437,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,dose_confusion,noisy_environment,noisy,family_0018,stressed,val,pcm_s16le,8000,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",pNInz6obpgDQGcFmaJgB,telephony
indian_english,south_asian_english,clean/clip_0018_accented.wav,telephony/clip_0018_accented.wav,script_0018,medication_question,pcm_s16le,16000,clip_0018_accented,True,True,True,medium,8.870062,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,dose_confusion,accented_speech,accented,family_0018,careful,train,pcm_s16le,8000,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",CwhRBWXzGAHq8TQ4Fs17,accented
us,,clean_rich_noisy/clip_0018_medical.wav,telephony_rich_noisy/clip_0018_medical.wav,script_0018,medical_conversation,pcm_s16le,16000,clip_0018_medical,True,True,True,hard,9.6595,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,dose_confusion,medical_conversation,medical,family_0018,clinical,test,pcm_s16le,8000,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",EXAVITQu4vr4xnSDxMaL,clinical
us,,clean/clip_0019_clean.wav,telephony/clip_0019_clean.wav,script_0019,medication_followup,pcm_s16le,16000,clip_0019_clean,False,True,False,easy,10.031,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0019,calm,train,pcm_s16le,8000,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",onwK4e9ZLuTAKqWW03F9,neutral
us,,clean_rich_noisy/clip_0019_noisy_med.wav,telephony_rich_noisy/clip_0019_noisy_med.wav,script_0019,triage_call,pcm_s16le,16000,clip_0019_noisy_med,False,True,False,medium,8.034125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0019,conversational,train,pcm_s16le,8000,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",pNInz6obpgDQGcFmaJgB,telephony
us,,clean_rich_noisy/clip_0019_noisy_high.wav,telephony_rich_noisy/clip_0019_noisy_high.wav,script_0019,urgent_symptom,pcm_s16le,16000,clip_0019_noisy_high,False,True,False,hard,8.173438,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0019,stressed,val,pcm_s16le,8000,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",CwhRBWXzGAHq8TQ4Fs17,telephony
